Quality	#1 ID	#2 ID	#1 String	#2 String
0	374264	374624	"This is undoubtedly a complex issue and one on which we would like the Commission to inform us of the latest developments in this area, in particular as regards the ability of the economies involved in the accession process to respect the rules of procedure. State aid, it is likely that specific state aid rules are needed to facilitate the restructuring of their sectors."	"This is undoubtedly a complex issue, and one where we should like to see the Commission informing us of the latest development in the matter, particularly in terms of the capacity of the economies involved in the accession process to comply with competition rules and, as far as state aid is concerned, the need, in all probability, to have specific rules on state aid used to assist restructuring of their sectors."
0	199754	200007	"Then, too often, we see huge sums spent on projects whose results will not always be clear at the beginning of the programming period."	"Next, we all too often see vast sums of money being spent on projects whose outcomes will necessarily be unclear at the start of the programme period."
0	1469800	1469789	The time has come to implement the programs and the Member States should also assume their responsibilities and do their work properly.	"The time has come to implement the programmes, and so Member States should also assume their responsibilities and do their jobs properly."
0	2206809	2206624	The joint debate is closed.	The joint debate is closed.
1	1970041	1969914	"Ladies and gentlemen, you know that two preliminary questions from German courts are currently before the Court of Justice. The question is whether it is possible to apply section 81.1 without being able to apply section 81.3.   "	"Ladies and Gentlemen, you are aware that two preliminary questions from German courts are currently before the Court of Justice. The question is whether it is possible to apply section 81.1 without being able to apply section 81.3."
0	20917	20853	Why are there no shooting instructions?	Why are there no fire instructions?
1	1837647	1837204	"Let me remind you that when the guidelines were adopted by the Commission, in the form of a draft, in February 1999, following a new procedure to facilitate the submission of comments on this text, they were immediately presented by my predecessor, Monica Wulf. -Mathies, in Parliament."	"Let me remind you that when the guidelines were adopted by the Commission, in the form of a draft, in February 1999, following a new procedure designed to facilitate the submission of comments on this text, they were immediately submitted by my predecessor, Monica Wulf-Mathies, in Parliament."
0	375678	375561	"Like the rapporteur, I am satisfied with the Commission's report, but I regret that this report does not cover all aspects of aid."	"Like the rapporteur, I am pleased with the Commission report, but I did deplore the fact that the report did not cover every aspect of the aid."
1	1122033	1122090	"Enfin, je voudrais aborder certaines des interpellations que vous avez évoquées, Madame la Rapporteure."	"Finally, I would like to focus on some of the interpellations you have echoed, Madam Rapporteur."
0	222911	223008	"We can improve this situation by quickly punishing crime in Europe, and this must be done at European level."	"We can improve on this by punishing crime in Europe quickly, and this must be done at European level."
0	3257010	3257120	The Union can impose sanctions in the field of administrative law only when cases are exposed.	The Union can only impose sanctions in the field pertaining to administrative law when cases are exposed.
0	1600347	1600451	"I share the regret she expressed, namely that Parliament intervened rather late in the development of these guidelines, because the process of negotiating with the States is so advanced that I do not see this report producing any effect immediate, which in my opinion is a pity."	"I share the regrets she expressed, namely that Parliament has become involved rather late in the day as regards these guidelines, since by now the procedure for negotiations with the states is so far advanced that I cannot see this report having any sort of immediate effect, which in my view is a pity."
0	2081769	2081787	La question est: qui poursuit?	The question is: who prosecutes?
0	384190	384162	We must give them this opportunity.	We must give them this opportunity.
0	1815004	1815055	"Mr President, the EU is now under close scrutiny."	"Mr President, the EU is now exposed to tough scrutiny."
1	707747	707671	"First of all, I would like to assure you that the merging of the periodic reports and the cohesion report should not lead to any loss of information or disinterest in the content of this cohesion report, which is for me a factor extremely important instrument, not only so that what is done is done and said in a transparent and rigorous manner, so that we can review or evaluate the guidelines. to come, but also to create a public debate with the citizens and, beyond, with the elected representatives that you are, on this regional policy and on what could one day be a European policy of spatial planning."	"First of all, I want to assure you that the merging of the periodic reports and the cohesion report should not lead to any loss of information or a loss of interest in the content of this cohesion report, which for me Rapporteur, is an extremely important instrument, not only so that what is done is done and said in a transparent and rigorous way, so that we can examine or evaluate the guidelines. to come, but also to create a public debate with the citizens and, beyond that, with the elected representatives that you are, on this regional policy and on what could one day be a European spatial planning policy."
1	1705771	1705922	"After the first step already taken, namely the transition from UCLAF to OLAF, an independent institution, it is important to take a second step and provide OLAF with a legal framework which also enables it to act in all security."	"After the first step already taken, namely the transition from UCLAF to OLAF, an independent institution, it is important that we take a second step and provide OLAF with a legal framework which also enables it to act in all security."
1	716883	716599	The vote will take place tomorrow at 12 noon.	The vote will take place tomorrow at 12 noon.
1	3407319	3407282	"While recognizing the progress made in areas such as port state control and minimum crewing standards, I think we still have to do with what our late colleague Ken Stewart called shame on 'to enter and exit the territorial waters of the European Union: rust bursts and bad crews."	"While recognizing the progress made in areas such as port state control and minimum crew standards, I think we still have to do with what our late colleague Ken Stewart called the shame sailing in and out of the European Union's territorial waters: rusty bursts and poor crews."
0	1723092	1723130	I find the opposite the case.	I find the opposite the case.
1	516719	516884	"Mr. Berend, you wanted the zoning to be quickly put in place."	"Mr. Berend, you wanted zoning to be quickly put in place."
0	3020180	3020057	"In 1998, the most important case concerned the provision of a capital of 540 million euros to PREUSSAG in Germany."	"In 1998, the largest case concerned the supply of company capital totalling EUR 540 million to the PREUSSAG in Germany."
0	1694765	1694755	"Take, for example, the automotive sector, where subsidies and state aid of all kinds increased by 24% over the reference period."	"Take, for example, the car manufacturing sector, where subsidies and state aid of various sorts have increased by 24% during the reference period."
1	516797	516591	"Face à cette situation, le rapport adopté par le Parlement doit clairement indiquer la nécessité de prendre des mesures pour lutter contre la pauvreté relative et le chômage.  Des mesures telles que: l'   utilisation appropriée des Fonds structurels, qui sont souvent mal utilisés, avec des politiques d'État centralisées;   la modernisation des télécommunications et des communications, notamment en intégrant les territoires les moins avancés dans les réseaux transeuropéens de chemins de fer d'ici à 2007;   le respect et le développement des ressources et des capacités agricoles et de pêche de ces pays, souvent attaqués par les propres politiques d'une Union européenne peu sensible;  promotion de politiques actives de création d'emplois, de préférence pour les femmes et les jeunes.        "	"Given this situation, the report adopted by the Parliament must clearly indicate the need for measures to combat relative poverty and unemployment. Measures such as: the appropriate use of the Structural Funds, which are often poorly employed, with centralized state policies; the modernization of telecommunications and communications, especially by integrating the least developed territories into the trans-European networks of railways by 2007; the respect and development of the resources and the agricultural and fishing capacities of these countries, often attacked by the own policies of an insensitive European Union; promotion of active job creation policies, preferably for women and young people."
1	2195720	2195935	Seven amendments are again tabled for this plenary session.	Seven amendments are re-tabled for this plenary session.
0	1971109	1970905	These amendments also reflect the view of this Parliament that social exclusion is a serious problem that requires constructive action.	These amendments also fit in with this Parliament's view that social exclusion is a serious issue needing constructive action.
1	36516	36820	What guarantees do we have that they will evolve to become leading players in the domestic market?	What guarantees do we have that they will evolve so as to become first-class players in the domestic market?
0	512669	512160	Beaucoup d'entre eux n'ont pas signé ou ratifié la Convention sur la protection des intérêts financiers et il était donc clair qu'il fallait faire quelque chose de plus radical.	"A lot of them have not signed up to or not ratified the Convention on the Protection of Financial Interests, and therefore it was clear that something more radical needed to be done."
0	3179542	3179284	"As a result, the Commission refused to acknowledge that the two European banks, the ECB and the EIB, challenged OLAF's right to include both institutions in its investigations, citing their independent status."	"Accordingly, the Commission refused to put up with the fact that both European banks, the ECB and the EIB, contested the right of OLAF to include these two institutions in its investigations, citing their independent status."
1	2362699	2362767	"Mr President, Commissioner, ladies and gentlemen, I speak on behalf of my colleague Robert Goebbels, who was forced to leave because of a political obligation."	"Mr President, Commissioner, ladies and gentlemen, I am speaking on behalf of my colleague Robert Goebbels, who was forced to leave because of a political obligation."
1	1396775	1396739	We note that funds are a necessary but insufficient condition for achieving economic and social cohesion.	We find that funds are a necessary but insufficient condition for achieving economic and social cohesion.
1	1828398	1828187	"This contradicts the slow pace with which employment promotion measures are adopted exclusively for the domestic policies of the Member States, as the report does."	"This contradicts the slow pace of adopting employment promotion measures exclusively for the domestic policy of the Member States, as the report does."
1	660850	660781	Agriculture provides only 5.5% of the jobs in the Union.	Agriculture provides only 5.5% of the Union's employment.
1	2221864	2221924	"To this end, we need a first recommendation: a legal act which anchors infringements affecting the financial interests of the Union and the guiding principles."	"To this end, we need - first recommendation - a legal act which anchors offenses affecting the financial interests of the Union and the guiding principles."
1	171025	171076	It is even more important that decisions in these specific areas can be made only in the area of __antitrust and merger law.	That decisions made in these specific areas can be enforced is even more important than in the area of __antitrust and merger law.
1	921290	921224	"However, I think that the evocation of a real convergence of the average levels of regional development in Europe offers a reality a little truncated of the situation and, unfortunately, it is often the message which is taken again in the press and in certain speeches. ."	"However, I believe that the evocation of a real convergence of the average levels of regional development in Europe offers a reality a little truncated of the situation and, unfortunately, it is often the message which is taken again in the press and in certain speech."
1	2129222	2128773	"The one who threatens, in principle, the production of this plant by demanding repayment of the aid granted at the time, threatens not only this steel mill, but also an employer in this region, on which small and medium-sized enterprises depend naturally."	"The one who threatens, in principle, the production of this plant by demanding repayment of the aid granted at the time not only threatens this steel mill but also an employer in this region, on which small and medium-sized enterprises depend, of course."
1	3214358	3214672	"If we succeed in introducing entrepreneurship into our poor and structurally weak regions, they will regain the trust of important investors, the key to future success."	"If we succeed in introducing entrepreneurship into our poor and structurally weak regions, they will regain the trust of the important investors, key to future success."
0	2976142	2976104	We took note of it.	We have taken note of this.
1	374383	374044	"First, the classic ideological drift, the Eurofederalist, a single market, a single VAT, a single diplomacy, a single army and now a single criminal law and a single prosecutor."	"First, the classic ideological drift, Eurofederalist, a single market, a single VAT, a unique diplomacy, a single army, and now a single criminal law and a single prosecutor."
1	2820522	2820367	I want to move on to a final point: we can not just fill one of the gaps in the safety net and ignore the fact that there is still a lot of work to be done on transportation safety.	"I would like to go on to a final point: we can not just fill one of the shortcomings of the safety net and ignore the fact that, in terms of transportation safety, there is still a lot to be done."
1	2733221	2733357	Subsidies are not enough to ensure development when infrastructure or public services are lacking.	"Subsidies are not enough to make development, when infrastructure or public services are lacking."
0	1711097	1711149	"As you know, a large part of Wales has been granted Objective 1 status under the Structural Funds program."	"A major part of Wales, as you know, has been granted Objective 1 status under the Structural Funds programme."
1	2806874	2806929	The Commission fully shares the rapporteur's view that this situation is not acceptable.	The Commission fully agrees with the rapporteur that this situation is not acceptable.
0	1075019	1075000	But here I would like to use my experience as a lawyer.	But here I would like to call on my experience as a lawyer.
0	403037	402971	It was therefore necessary to introduce an economic analysis.	It was therefore necessary to introduce an economic analysis.
0	2706183	2706157	No one wants unfettered subsidy competition in Europe.	No one wants an unimpeded subsidy competition in Europe.
1	3444060	3444025	"Commissioner, it is true that the Commission is not a machine for creating legal certainty."	"It is true, Commissioner, that the Commission is not a machine to create legal certainty."
1	3419852	3419777	We finish with zoning.	We finish with zoning.
1	2866150	2866091	"Our experience of modern administrative functioning shows that openness, decentralization of responsibilities and a truly competent evaluation are just as effective as bureaucratic and delicate control."	"Our experience of modern administrative functioning shows that openness, decentralization of responsibilities and a truly competent evaluation are just as effective as bureaucratic and fussy control."
1	3438803	3438780	"Thank you very much, Mr Jonckheer, for your report on the seventh report on state aid in the European Union."	"Thank you very much, Mr Jonckheer, for your report on the seventh report on state aid in the European Union."
0	2068941	2068953	"Mais il existe un engagement définitif à changer le statu quo, ce qui est totalement inacceptable."	But there is a definite commitment to change the status quo which is totally unacceptable.
0	1513487	1513246	"It is likely that this is a case in point of law, that the rules of the law are limited to the legal rules and regulations."	"It is probably horrendous, especially in this particular raft of legislation, that there are confused rules, regulatory vacuums and rules that only lay down undefined legal concepts."
0	3017237	3017177	"With global markets, we need global labor laws and global subsidies."	"With global markets, we need global employment laws and global subsidies."
0	2852816	2852668	"Today, something has changed, at least with regard to the mechanisms, especially with regard to control, but we are still not satisfied, especially if the debates are held in competent fora that go up to discuss a European prosecutor, crimes, fraud, etc. embezzlement and the disclosure of confidential information relating to his office at European level. "	"Today, something has changed, at least in terms of mechanisms, and especially as regards monitoring, but we are still not satisfied, particularly if debates are held in competent fora that go as far as to discuss a European Public Prosecutor, crimes, fraud, the misappropriation of funds and the disclosure of confidential information pertaining to one' s office at European level."
0	2265154	2265322	"As far as this partnership problem is concerned, I will be extremely attentive to the correct application of the terms of the Structural Funds regulations."	"Regarding this problem of partnership, I shall be extremely attentive to ensuring that the terms of the Structural Funds regulations are applied properly."
1	787110	787340	And the experience that economic development alone can not reduce unemployment confirms the fact that we need growth of at least 3% of GNP to create additional jobs.	And the experience that economic development alone can not reduce unemployment supports the fact that we need growth of at least 3% of GNP to create additional jobs.
1	2173504	2173632	Just perfect it.	It only needs to be perfected.
1	1423378	1423284	My group will support any initiative to improve transportation safety.	My group will support any initiative to improve transport safety.
0	811375	811232	"We must also follow this issue and ensure that our rules are transposed in time by the Member States and, more importantly, that they are also applied in the future."	We also need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied afterwards.
1	1719820	1719843	"The increasing quantities of goods crossing Europe create, consciously or not, a whole series of risks for the personnel who manage them and for society in general."	"The increasing quantities of goods passing through Europe create, knowingly or unknowingly, a whole series of risks for the personnel in charge of them and society in general."
0	2413690	2413644	The Commission suggests shorter deadlines.	The Commission suggests shorter deadlines.
1	1918139	1918289	"You have emphasized its quality, and you have even written, if I am not mistaken, that it was a real improvement over those that preceded it."	"You have emphasized its quality, and you have even written, if I am not mistaken, that compared to those which preceded it, it marked a real improvement."
1	2121942	2121914	"In my opinion, this second hypothesis would mean the rejection of our responsibilities as Parliament, besides the introduction of an original thesis, of an unknown method of communication to the political groups of the Commission's program speech in writing a week before.   _   and not the day before, as had been agreed   _   , taking into account that the legislative program would be discussed in February, so that we could do without the debate, because the next day, the press and the Internet would have brought it to the attention of all citizens and Parliament would not no more reason to take care of it."	"In my opinion, this second hypothesis would mean the rejection of our responsibilities as Parliament, in addition to the introduction of an original thesis, of an unknown method of communicating to the political groups the discourse of the Commission's program in writing a week before _ and not the day before, as it had been agreed _ , taking into account that the legislative program would be discussed in February, so that we could do without the debate, because the next day the press and the Internet would have brought it to the attention of all citizens and the Parliament does not would have more reason to take care of it."
1	3207268	3207178	It is with great satisfaction that I welcome this report on better harmonization of the training of safety advisers for the transport of dangerous goods.	It is with great satisfaction that I welcome this report on better harmonization in the training of safety advisers for the transport of dangerous goods.
1	2186840	2186895	"Report (A5-0073 / 1999) by Mr Langen, on behalf of the Committee on Economic and Monetary Affairs, on the Commission report on the application in 1998 of Council Decision 2496/96 / ECSC of 18 December 1996 establishing Community rules for aid to the iron and steel industry (Steel Aid Code) (COM (1999) 94 - C5-0104 / 1999 - 1999/2107 (COS))"	"Report (A5-0073 / 1999) by Mr Langen, on behalf of the Committee on Economic and Monetary Affairs, on the Commission report on the application in 1998 of Council Decision 2496/96 / ECSC of 18 December 1996 establishing Community rules for aid to the steel industry (Steel Aid Code) (COM (1999) 94 - C5-0104 / 1999 - 1999/2107 (COS))"
0	53408	52986	"You see, ladies and gentlemen, we have just launched the new programming and we are already thinking together about the impact of enlargement of the Union on our structural policy."	"You see, ladies and gentlemen, we have only just initiated the new programming and we are already considering together the impact of the Union' s enlargement on our structural policy."
0	519554	519592	"For these reasons, we will vote in favor of the report."	"For these reasons, we are going to vote in favour of the report."
0	563634	563375	The decision taken today not to renew the embargo is extremely dangerous given the situation in this region.	Today's decision not to renew the embargo is extremely dangerous considering the situation there.
0	1895295	1895167	I think this is all the more important as the EU's structural funds are still being spent in order to maximize the economic development of different regions when local and regional authorities are involved in the decision-making process regarding the spending of these funds.	I believe that this is particularly important as EU Structural Funds are always spent in a manner which maximises the economic development of different regions when local and regional authorities are involved in the decision-making process for the spending of such funds.
1	243946	243684	"Among the conclusions, however, many still raise serious concerns within our group."	"Among the conclusions, however, many still raise serious concerns within our group."
1	2158059	2158105	"However, it must be ""Europeanized"" in a subsidiary way."	"However, it must be ""Europeanized"" in a subsidiary way."
1	1661234	1661305	"On this point, which interests me personally, I will recall that the small size of this sector - which does not mean that it is negligible - and its concentration in a very small number of regions does not facilitate its analysis in a context regional."	"On this point, which interests me personally, I will recall that the small size of this sector - which does not mean that it is negligible - and its concentration in a very small number of regions does not facilitate its analysis in a regional context."
1	785613	785760	The new guidelines unfortunately go in the same direction and there is no evidence that their application makes a change possible.	The new guidelines unfortunately go in the same direction and nothing shows that their application makes a change possible.
1	3214303	3214275	"That could allay some of your concerns, Ms. Peijs."	"That may ease some of your concerns, Ms. Peijs."
1	2595060	2594823	"Mr. Speaker, it is important that the guidelines guide and enhance the effectiveness of the programs of the crucial seven-year period from 2002 to 2006, so that sustainable development, employment assistance, especially women and young people, and the balance between the economy and society. social and environmental policies."	"Mr President, it is important for the guidelines to guide and strengthen the effectiveness of the programs of the crucial seven-year period from 2002 to 2006, so that sustainable development, employment assistance especially for women and young people, and ensure a balance between economic, social and environmental policies."
1	1211461	1211115	"While we deeply respect the work done by national competition authorities, among others, it is clear that we will look closely at how Community law will be enforced by national authorities and courts."	"While we respect deeply the work done by national competition authorities, among others, it is clear that we will look carefully at how EC law will be applied by national authorities and courts."
1	2359454	2359412	"Yes, Mrs Schroedter, I will be happy to examine the facts of this matter when I receive your letter."	"Yes, Mrs Schroedter, I will gladly examine the facts relating to this question when I receive your letter."
0	2396334	2396148	"Certain sectors of European industry, such as shipbuilding, air transport and steel, which have been hard hit by the existing competition policy, have suffered enormously."	"Certain sectors of European industry, such as the shipbuilding industry, air transport and the steel industry, which have been hard hit by existing competition policy, have suffered tremendously."
1	2086276	2086477	The aid system will have to continue beyond 2002.	It will be necessary for the aid system to continue beyond 2002.
0	365851	365967	The Group of the Party of European Socialists requests that a Commission statement be included on its strategic objectives for the next five years and on the administrative reform of the Commission.	The Group of the Party of European Socialists requests that a Commission statement be included on its strategic objectives for the next five years and on the administrative reform of the Commission.
0	3389319	3389272	"Frustration inevitably arises when we see the weakness of the Convention (and protocols for such protection) which, five years after its signature, has still not been ratified and has not yet entered into force."	"Frustration inevitably sets in when we see the weakness of the Convention (and of the protocols relating to this protection) which, five years after being signed, has still not been ratified and has still not come into force."
1	381187	381127	"Fraudsters must understand that they will be subject to prosecution, which is not currently the case."	"People committing fraud must understand that they will be prosecuted, which is not currently the case."
0	3133311	3133486	"Mr President, our committee considers these issues very differently and, to begin with, I will speak from the point of view of research."	"Mr President, our committee views these issues very differently and, to start, I will speak from the point of view of research."
1	4155	4143	"Look at the automobile, where subsidies and various state aid increased by 24% over the reference period."	"Look at the automobile, where subsidies and various state aids increased by 24% during the reference period."
0	1410958	1410938	Il est essentiel que cette mesure attendue depuis longtemps soit prise.	It is essential that this long overdue step be taken.
0	1057006	1057044	It is precisely this process that undermines confidence every year.	It is precisely this process that undermines confidence every year.
0	1880897	1880746	"Yes, Mrs Schroedter, I will be happy to examine the facts of the case once your letter has been received."	"Yes, Mrs Schroedter, I shall be pleased to look into the facts of this case when I have received your letter."
1	1825334	1825496	Abandonment of this notification requirement results in less bureaucracy and administrative expenditure in all cases.	Abandonment of this notification requirement means in any case less bureaucracy and administrative expenditure.
1	426940	426546	Much remains to be done on this ground.	So much remains to be done on this ground.
1	2377834	2377805	"If Parliament approves the amendments of the report today, they will make us pass, I think, in the next phase of continued historical purposes for which these funds were created, namely the aid which must be financially viable for poor regions of the European Union, we must bring them to a decent standard of living, not by giving them alms, but by stimulating them.               "	"If Parliament supports the amendments of the report today, they will make us, I think, move to the next phase of continued historical purposes for which these funds were created, namely the aid which must be financially sustainable to the poor regions of the European Union, that we need to bring them to a decent standard of living, not by giving them alms but by stimulating them."
0	1789339	1789525	"According to the Theato report, the European Public Prosecutor is needed, notably to better support investigations by the anti-fraud office, OLAF."	"According to the Theato report, the European Public Prosecutor is needed, in particular, in order to better support the inquiries of the anti-fraud office, OLAF."
0	2136052	2136150	"We could say that, in this state of things, we have once again missed the opportunity to really strengthen sustainable urban development by delimiting an ever increasing urbanization and, therefore, the destruction of the countryside."	"We could say that, in this state of affairs, we have once again missed the opportunity to really strengthen sustainable urban development by ring-fencing ever-increasing urbanisation and, hence the destruction of the countryside."
1	2778138	2777737	"I have already mentioned the field of regional banks and savings banks, but I would like to push to the extreme what is regularly heard in the mouths of some."	I have already mentioned the field of regional banks and savings banks but I would like to push to the extreme what is regularly heard in the mouth of some.
0	748187	748228	"This may be a promising avenue to explore, but we must also explore others."	"Perhaps this is a promising avenue to explore, but we must also explore others."
1	2232493	2232381	The Eurojust instrument proposed at the last summit - could be an alternative to the European Public Prosecutor.         	Eurojust instrument that was proposed at the last Summit - could be an alternative to the European Public Prosecutor.
1	707136	707112	I think the rapporteur is just playing with numbers.	I think the rapporteur is just playing with numbers.
0	3153774	3153722	"In the end, one of the fundamental principles of economic theory is that the market is failing in many ways and anyone who disputes this problem is nothing more than an ideologue."	"At the end of the day, one of the fundamental tenets of economic theory is that the market is failing in many respects and anyone who takes issue with this is nothing more than an ideologue."
1	1077014	1077138	A Council Regulation is a directly applicable act to which regional governments must also comply.	A Council Regulation is a directly applicable act to which regional governments must also comply.
1	3093840	3093801	"Ladies and gentlemen, I ask you to vote on this report adopted by a large majority by the Committee on Budgetary Control."	"I ask you, ladies and gentlemen, to vote on this report adopted by a large majority by the Committee on Budgetary Control."
1	195800	196144	This is unacceptable and I understand the impatience of those who demand the replacement of these instruments by a common European prosecutor.	This is unacceptable and I understand the impatience of those who demand the replacement of these instruments by a common European prosecutor.
0	62641	62810	"Firstly, we are concerned about the proper use of the Structural and Cohesion Funds."	"Firstly, we are concerned with the proper use of the Structural and Cohesion Funds."
0	436562	435307	"The Commission suggests that Member States submit their reports within two months of the end of each semester or at least once a year, without the need for a reminder."	"The Commission suggests that Member States submit their reports within a time limit of two months following the end of each six-month period or, at least, annually, without the need for reminders."
1	2770513	2770488	"The second point on which we wanted to draw attention, precisely from the point of view of industrial policy, is that we would have liked the Commission, in reflecting on the coordination of the Structural Funds and the Cohesion Fund, to devote more attention the impact of the advancement of services, e-commerce and the use of the Internet."	"The second point on which we wanted to draw attention, precisely from the point of view of industrial policy, is that we would have liked the Commission, in reflecting on the coordination of the Structural Funds and the Cohesion Fund, to attach a greater attention to the impact of service advancement, e - commerce and the use of the Internet."
1	2578315	2578177	"Commissioner Monti, I sincerely hope that you will support these proposals and I look forward to hearing your comments and your position."	"I very much hope, Commissioner Monti, that you will support these proposals and I look forward to hearing your comments and your position."
0	1477738	1477593	"This applies to those who have been transformed into monopolies, both private and public."	"This applies to those which have been turned into monopolies, both private and public."
0	840255	840252	"A poorly enforced competition policy can lead to legal losses and impede the right to property, an important and fundamental principle for which we should fight."	"Wrongly applied competition policy may cause losses in the legal sphere and interfere with the right of ownership, which is an important and basic principle we should stand up for."
1	833170	833200	The Commission's proposals refer to the four pillars of the Employment Strategy and the five areas of action of the European Social Fund.	The Commission's proposals refer to the four pillars of the employment strategy and to the five areas of action of the European Social Fund.
1	96043	95895	"Frankly, I do not think these fears are finally justified."	"Frankly, I do not think these fears are ultimately justified."
0	423224	423238	"I enthusiastically support the report's proposal to publish a ""scoreboard"" indicating the amount of state aid per Member State."	"I enthusiastically support the report's proposal to publish a ""scoreboard"" showing the amount of state aid per Member State."
1	1454800	1454816	"Let us not forget that these policies, when they are effective, become tangible for the European citizen who benefits from them, who directly notes the improvement of his quality of life."	"Let us not forget that these policies, when they are effective, become tangible for the European citizen who benefits from them, who directly notes the improvement of his quality of life."
1	1834832	1834844	"We are very pleased that the rapporteur, in his conclusions, has taken into account our proposal that research infrastructures should be extended in the cohesion countries by creating vocational training schools and universities in order to better serve. populations in the least developed regions and allow trained people to stay in their region of origin. "	We are very positive that in its conclusions the rapporteur has taken into account our proposal that research infrastructures should be expanded in the cohesion countries by setting up vocational schools and universities in such a way that they serve better. the populations of the least developed regions and that they allow trained people to stay in their region of origin.
0	1112726	1112799	The competent services did not include them on the agenda because they had received a reply during a previous part-session.	The competent services have not included them in the agenda on the grounds that they had been answered in a previous part-session.
0	1745242	1745319	"The questions previously answered referred to Ms. de Palacio's intervention, on another occasion, and not to those comments published in the ABC newspaper on November 18."	"The questions answered previously referred to Mrs de Palacio' s intervention, on another occasion, and not to these comments which appeared in the ABC newspaper on 18 November."
1	487684	487726	"Admittedly, the reform consists here of a relaxation and not a dismantling."	"Admittedly, here the reform consists of a relaxation, not a dismantling."
0	1479716	1479628	"Mr President, competition policy in the European Union has been of paramount importance since the beginning of European integration."	"Mr President, the European Union' s competition policy has been of central importance since European integration began."
0	2744405	2744474	"At the same time, this is a particularly delicate issue as it concerns the protection of the financial interests of the Community, as Ms Theato has very clearly explained."	"At the same time, it is an especially delicate issue because it deals with the protection of the Community' s financial interests, as Mrs Theato has explained very well."
1	71277	71611	"Rural space should really be seen as a resource in which more and more investment is needed, encouraging young people to stay in rural areas to avoid economic and social destruction."	"Rural space must really be seen as a resource in which more and more investment is needed, encouraging young people to stay in rural areas to avoid economic and social destruction."
1	2761988	2762223	"This negative employment situation raises many questions, particularly with regard to the information provided to the European Works Council, which has been in existence since 1996."	"This negative situation for employment raises many questions, particularly about the information given to the European Works Council, which has been in existence since 1996."
1	1992231	1991706	"To do this, we need a European parquet that guarantees a clear legal guarantee, including for suspects."	"To do this, we need a European Public Prosecutor's Office which ensures that there is a clear legal guarantee, and this also for suspects."
0	3329063	3328961	"Il convient de rappeler qu'à l'heure actuelle, la compétitivité globale de l'Union européenne est en général de 81% de celle des États-Unis d'Amérique et que ce chiffre ne s'améliorera que si le chiffre de nos unités concurrentielles, à savoir les régions , améliore également.  De plus, c'est à un moment où le développement technologique, la mondialisation économique et nos problèmes, qui sont l'élargissement et la monnaie unique, exigent que les régions, ainsi que les entreprises et les particuliers, s'efforcent davantage d'être compétitifs."	"It must be remembered that, currently, the European Union' s overall competitiveness is, in general terms, 81% of that of the United States of America and that this figure will only improve if the figure for our competitive units, that is the regions, also improves. Furthermore, this is at a time when technological development, economic globalisation and our problems, which are enlargement and the single currency, demand that the regions, as well as businesses and individuals, make more of an effort to be competitive."
0	1240324	1240337	How can we guarantee that illegal state aid is reimbursed?	How do we ensure that unlawful state aid is paid back?
1	71627	71277	"For the moment, he has just given a lecture to the Socialist Group because it comes down to a decision made in an extremely clear way during the Conference of Presidents.     But he does the same thing."	"At the moment, he has just lectured the Socialist Group because it is coming back to a decision which was made in an extremely clear way in the Conference of Presidents. But he does the same thing."
1	2933398	2933345	"In April 1999, the Commission adopted a new procedural regulation introducing specific rules on recovery."	"In April 1999, the Commission adopted a new procedural regulation introducing specific rules on recovery."
0	2760910	2760810	"This vocational training would aim to raise awareness of the terms of the legislation, regulations and administrative conditions applicable to this type of transport."	"This professional training would be targeted at awareness of the terms of the legislation, regulations and administrative conditions applicable to such transport."
1	1946147	1946054	"We hope that the Commission can reassure us and tell us that it is an oversight, that it will be repaired constructively."	"We hope that the Commission can reassure us and tell us that it is an oversight, that it will be repaired constructively."
1	545820	545924	"With regard to the future provisions for assistance in the steel sector, which will come into force in July 2002, we will continue to apply a rigorous discipline that the industry itself now seems to accept. need. "	"With regard to the future steel assistance provisions, which will come into force in July 2002, we will ensure that we continue to apply a rigorous discipline that the industry itself now seems to accept. need."
1	3375314	3375284	"Mrs Theato has probably forgotten a European prison, since the FBI, the European police, exists with OLAF."	"Mrs Theato has, moreover, probably forgotten a European prison, given that the FBI, the European police, exists with OLAF."
0	490481	490000	"In particular, the annexes can not be adapted to take account of technical and industrial developments."	"In particular, annexes cannot be adapted to take account of technical and industrial developments."
0	767107	767069	"En tout état de cause, la proposition de la Commission renvoie aux anciennes propositions qui avaient été avancées il y a bien longtemps dans les années cinquante et soixante."	"In any case, the Commission' s proposal refers back to old proposals that were put forward as long ago as the fifties and sixties."
0	2168292	2168033	Nous savons que la Commission aura peut-être besoin de la possibilité de négocier une situation acceptable pour toutes les parties.	We know that the Commission may perhaps need the scope to negotiate a situation which would be acceptable to all parties.
0	2695011	2694981	"The advent of the euro at the beginning of last year has unleashed enormous competitive forces within European companies, which are facing a wave of unprecedented concentrations."	The advent of the euro at the beginning of last year unleashed enormous competitive forces within European business which are being met by a merger wave of quite unprecedented proportions.
